Days_since_launch,Total_Stock_Sold_Percentage,Alltime_Perday_View,Alltime_Perday_ATC,Alltime_Perday_Quantity
271,0.63,4.01,0.73,0.14
276,1.00,9.65,2.09,0.37
276,1.00,18.13,1.57,0.16
276,1.00,11.17,2.06,0.38
276,1.00,6.16,1.44,0.27
276,0.98,3.54,0.99,0.16
276,0.91,2.88,0.54,0.08
276,0.96,2.39,0.5,0.09
276,0.67,2.33,0.63,0.14
276,0.93,3.14,0.67,0.14
276,0.97,4.97,0.9,0.14
276,1.00,8.23,1.42,0.24
276,1.00,6.37,1.18,0.22
276,1.00,7.32,1.38,0.38
276,1.00,8.98,1.72,0.26
267,0.49,1.66,0.68,0.13
267,0.25,0.45,0.12,0.05
267,0.15,1.02,0.23,0.04
267,0.91,1.8,0.54,0.08
267,0.27,1.35,0.56,0.06
267,0.21,1.01,0.35,0.04
267,0.35,1.12,0.34,0.07
275,0.17,1.91,0.4,0.07
275,0.57,4.67,1.11,0.19
275,0.73,3.19,1,0.23
275,0.50,15.34,0.62,0.07
274,0.70,22.89,0.77,0.08
274,0.86,5.47,0.49,0.07
274,0.40,0.22,0.07,0.01
274,0.83,29.62,2.31,0.52
274,0.70,13.95,1.42,0.36
274,0.76,17.89,1.89,0.39
274,0.30,9.96,0.69,0.18
274,0.86,26.29,2.32,0.48
274,0.00,1.18,0.05,0
274,0.09,2.11,0.1,0.01
274,0.07,1.68,0.08,0.01
274,0.17,1.75,0.09,0.02
274,0.29,2.58,0.18,0.01
274,0.31,2.49,0.09,0.01
274,0.39,2.5,0.2,0.03
274,0.42,3.88,0.13,0.02
274,0.33,4.39,0.51,0.07
274,0.25,2.91,0.31,0.05
274,0.73,2.6,0.21,0.03
274,0.99,14.18,1.93,0.31
274,0.76,10.73,0.97,0.15
274,0.45,4.19,0.41,0.05
274,0.21,2.29,0.2,0.03
274,0.94,16.92,1.64,0.22
274,0.76,4.91,0.49,0.05
274,0.57,6.36,0.59,0.11
274,0.42,4.51,0.61,0.08
274,0.59,8.42,1.22,0.16
274,0.85,5.67,0.73,0.12
274,0.81,6.31,0.89,0.16
274,0.60,3.33,0.29,0.04
274,0.62,11.34,1.25,0.15
274,0.76,7.47,0.79,0.11
274,0.04,2.05,0.22,0
274,0.59,9.42,1.09,0.19
274,0.63,6.64,0.8,0.15
274,0.50,0.68,0.03,0
274,0.31,1.59,0.21,0.01
274,0.63,1.65,0.19,0.02
274,1.00,15.64,1.05,0.18
274,1.00,27.85,3.23,0.46
274,0.47,2,0.21,0.03
274,0.28,2.3,0.24,0.03
274,0.11,2.33,0.1,0.01
274,0.20,2.78,0.26,0.03
271,1.00,17.44,1.6,0.26
271,1.00,16.06,1.56,0.2
271,0.29,2.51,0.28,0.04
271,0.63,4.77,0.54,0.09
271,0.65,12.33,0.48,0.07
271,0.96,5.94,0.7,0.1
271,1.00,18.44,1.51,0.33
271,0.04,1.97,0.07,0
271,0.00,0.04,0.02,0
271,0.14,1.1,0.08,0.01
271,0.00,0.02,0.01,0
271,0.21,1.28,0.08,0.02
271,0.00,0.1,0.01,0
266,0.84,3.76,1.75,0.29
266,0.89,4.52,2.59,0.57
266,1.00,5.28,2.47,0.49
266,0.53,2.08,1.05,0.24
266,0.84,4.46,2.99,0.55
266,0.73,3.04,1.45,0.33
266,0.47,3.02,1.94,0.42
266,0.81,2.94,1.52,0.33
266,0.99,4.93,2.28,0.49
266,0.85,4.15,2.47,0.57
266,1.00,8.4,3.14,0.66
266,1.00,6.46,3.1,0.47
266,0.83,3.45,1.21,0.28
266,0.84,5.65,2.82,0.53
242,0.97,6.04,2.79,0.53
266,1.00,4.28,1.62,0.29
266,0.84,6.3,1.94,0.34
267,0.71,4.01,0.35,0.04
267,1.00,9.64,1,0.16
267,0.10,0.88,0.12,0.01
267,0.00,0.74,0.06,0
267,0.23,1.59,0.27,0.04
267,0.61,3.12,0.48,0.1
267,0.93,3.03,0.25,0.05
267,0.27,1.24,0.13,0.03
267,0.24,1.13,0.13,0.03
267,0.02,0.67,0.05,0
267,0.71,2.93,0.36,0.06
267,0.61,2.83,0.36,0.07
267,0.10,2.28,0.27,0.02
267,0.35,3.48,0.4,0.07
265,0.08,2.7,0.17,0.03
265,0.42,7.39,0.55,0.16
265,0.11,5.34,0.25,0.04
265,0.13,4.03,0.29,0.06
265,0.85,12.43,0.88,0.2
265,0.65,7.53,0.75,0.2
264,0.13,1.78,0.13,0.02
267,0.94,3.13,0.29,0.06
266,0.27,1.45,0.15,0.02
266,0.83,4.85,0.23,0.04
266,1.00,2.17,0.14,0.03
267,0.14,2.19,0.17,0.03
267,0.56,4.13,0.41,0.06
267,0.76,2.66,0.16,0.05
267,0.15,1.85,0.16,0.03
267,0.45,2.55,0.21,0.02
267,0.08,1.76,0.1,0.01
266,0.52,2.35,0.77,0.17
266,0.98,3.97,1.03,0.24
266,0.93,2.95,0.91,0.21
266,0.65,1.57,0.69,0.2
266,0.97,1.11,0.36,0.12
266,0.72,1.96,0.81,0.21
266,0.62,1.37,0.59,0.2
266,0.79,2.44,0.81,0.26
266,0.82,10.48,0.66,0.12
266,0.77,2.84,0.12,0.04
266,0.61,5.42,0.37,0.07
266,0.86,4.96,0.47,0.09
193,0.20,1.82,0.55,0.05
193,0.77,3.02,1.04,0.19
193,0.15,2.76,1.08,0.15
193,1.00,5.19,1.81,0.42
193,0.88,2.68,0.99,0.18
184,0.84,3.77,1.15,0.17
193,0.29,2.53,0.95,0.17
193,0.11,2.21,0.82,0.09
193,0.19,4.36,1.57,0.27
193,0.15,3.53,1.25,0.19
193,0.14,1.51,0.36,0.07
193,0.87,3.1,1.02,0.13
193,0.45,3.67,1.43,0.23
193,0.91,4.51,1.63,0.27
193,0.53,3.24,1.28,0.16
193,1.00,9.28,3.09,0.5
193,0.90,4.62,1.72,0.27
264,0.65,4.53,0.49,0.05
264,0.48,12.55,0.42,0.06
264,0.50,13.06,0.6,0.06
264,0.50,8.19,0.36,0.03
264,0.31,2.57,0.17,0.03
264,0.54,4.88,0.39,0.06
264,1.00,40.97,3.44,0.78
264,0.92,6.34,0.38,0.08
264,0.23,1.97,0.17,0.03
264,1.00,11.69,0.64,0.11
264,0.54,4.12,0.45,0.08
264,0.93,13.09,0.62,0.09
264,0.90,10.34,0.87,0.18
264,0.92,19.69,1.81,0.28
259,0.97,2.83,0.49,0.12
260,0.74,1.74,0.35,0.1
259,0.63,4.44,0.97,0.27
259,0.98,1.98,0.69,0.22
259,0.65,1.58,0.43,0.15
259,0.96,1.76,0.36,0.09
259,0.60,3.57,0.98,0.3
259,0.66,1.61,0.47,0.15
259,0.54,2.98,0.85,0.22
259,0.67,2.36,0.61,0.16
259,0.72,4.59,1.39,0.34
259,0.75,2.82,0.79,0.18
259,0.59,4.39,0.88,0.21
242,0.64,4.16,0.73,0.2
242,1.00,11.12,1.59,0.41
251,1.01,30.24,5.47,1.17
258,0.96,18.23,1.34,0.19
258,0.64,12.07,1,0.17
258,0.15,2.12,0.53,0.06
258,0.52,3.17,0.83,0.11
258,0.81,7.73,1.34,0.22
259,0.57,1.63,0.09,0.02
259,0.75,1.73,0.12,0.02
259,0.22,2.15,0.12,0.01
259,0.50,2.76,0.14,0.02
259,0.75,3.1,0.24,0.02
242,0.31,2.45,0.83,0.09
242,0.32,2.35,0.77,0.13
242,0.49,3.83,1.46,0.2
242,0.42,2.81,1.19,0.17
259,0.49,9.92,0.42,0.07
259,0.37,8.27,0.31,0.04
258,0.00,0,0,0
221,0.48,1.49,0.37,0.05
224,0.90,4.58,1.48,0.28
224,1.05,3.76,0.95,0.28
224,0.70,2.14,0.46,0.09
224,1.00,3.35,0.75,0.2
224,1.00,10.19,2.56,0.52
217,0.00,0,0,0
217,0.51,2.57,0.68,0.11
217,1.00,2.36,0.54,0.07
217,1.00,5.75,1.52,0.2
217,0.00,0,0,0
217,1.00,4.63,0.91,0.17
217,0.00,0,0,0
242,0.98,8.48,1.89,0.36
242,0.83,5.5,1.93,0.38
242,0.86,9.54,2.94,0.58
242,0.97,5.71,1.48,0.29
242,0.99,7.83,2.62,0.55
242,1.00,9.69,2.1,0.45
242,1.03,10.49,4.17,0.94
242,0.96,11.27,3.54,0.64
242,0.63,7.49,2.34,0.43
214,1.16,7.67,1.83,0.29
242,1.01,15.56,5.72,1.03
242,1.00,14.1,5.36,0.99
242,1.02,20.63,4,0.63
241,0.89,4.79,1.73,0.29
240,0.45,3.03,1.28,0.24
241,0.90,4,1.65,0.29
241,0.89,3.75,0.89,0.17
241,1.00,6.33,1.73,0.33
240,1.03,7.01,2.37,0.47
241,1.00,7.48,3.27,0.74
241,1.01,8.78,2.53,0.41
224,1.00,4.37,1.4,0.23
242,1.00,18.38,4.67,0.67
242,0.95,3.73,0.88,0.14
242,1.00,3.18,0.78,0.18
242,0.64,2.58,0.53,0.07
242,1.00,5.66,1.23,0.21
242,0.81,2.71,0.48,0.09
242,0.97,3.14,0.59,0.14
242,0.90,4.96,0.98,0.15
242,0.97,3.71,0.72,0.14
239,1.00,3.67,0.95,0.11
239,0.64,1.94,0.67,0.12
239,0.84,2.5,1.23,0.24
239,0.40,1.78,0.87,0.18
239,0.96,1.33,0.48,0.1
239,0.58,1.74,0.69,0.1
239,0.90,2.57,1.04,0.18
239,1.02,10.81,2.36,0.42
239,0.53,2.5,1,0.18
239,0.25,1.88,0.66,0.11
239,0.53,1.33,0.38,0.09
239,0.78,2.68,1.15,0.21
239,1.00,5.86,1.78,0.36
239,1.00,3.77,1,0.17
239,0.95,10.44,2.33,0.34
239,0.14,2.13,0.48,0.05
239,0.31,3.9,1.28,0.16
239,0.97,8.35,1.94,0.24
239,0.74,2.13,0.61,0.1
239,0.96,2.18,0.69,0.11
239,1.00,2.5,1.12,0.16
239,0.70,1.99,0.57,0.1
239,1.00,2.83,0.63,0.08
239,1.00,2.59,0.58,0.11
239,1.06,2.28,0.78,0.14
239,0.41,1.3,0.5,0.09
239,0.00,0,0,0
239,1.00,2.48,0.89,0.19
238,0.81,3.1,1.23,0.21
238,0.59,2.46,0.72,0.15
238,1.00,5.74,1.94,0.31
238,0.97,4.41,1.17,0.14
238,0.99,5.98,1.74,0.29
238,0.17,1.38,0.31,0.05
238,0.81,2.59,1.27,0.2
238,0.28,1.9,0.58,0.08
238,0.75,2.62,0.86,0.15
238,1.00,7.51,1.97,0.32
230,0.30,2.66,0.8,0.13
226,0.91,10.15,1.58,0.23
226,0.48,3.71,1.4,0.19
230,0.79,6.31,1.66,0.29
225,0.32,1.02,0.24,0.03
200,0.67,0.76,0.2,0.03
200,0.75,2.38,0.5,0.1
226,0.10,0.64,0.12,0.01
226,0.78,1.28,0.18,0.03
226,0.78,1.4,0.23,0.03
226,0.71,2.1,0.36,0.07
226,1.00,1.99,0.33,0.05
200,0.48,2.46,0.27,0.06
200,0.00,0,0,0
230,0.00,0,0,0
230,0.24,1.73,0.15,0.04
230,1.00,1.55,0.14,0.03
226,0.67,3.78,1.3,0.26
226,0.79,2.34,0.85,0.16
226,0.97,2.27,0.88,0.12
226,0.79,3.12,0.99,0.19
226,0.91,2.83,0.81,0.18
225,0.64,13.43,3.19,0.65
200,1.02,31.98,7.84,1.11
225,0.76,2.72,0.88,0.13
225,0.85,2.56,0.76,0.08
225,1.00,5.81,1.66,0.27
214,0.61,3.44,1.32,0.28
214,0.91,1.87,0.71,0.19
230,0.51,2.53,0.55,0.11
230,0.22,3.15,0.9,0.13
230,1.00,6.7,1.2,0.26
230,1.00,4.7,1.22,0.28
230,1.00,1.69,0.39,0.1
230,0.25,0.67,0.16,0.05
224,0.21,1.31,0.46,0.09
230,0.52,1.7,0.59,0.17
230,0.47,2.68,0.67,0.12
230,0.76,3.89,0.92,0.14
230,0.60,1.87,0.5,0.1
230,0.35,1.57,0.39,0.07
230,0.81,2.32,0.57,0.13
230,0.49,3.22,0.67,0.14
230,0.44,1.62,0.23,0.05
225,0.97,4,0.99,0.13
225,0.94,4.37,1.38,0.22
225,0.51,3.96,1.22,0.2
225,0.51,3.23,1.24,0.2
225,0.42,3.12,1.07,0.14
225,0.82,3.18,1.33,0.21
225,0.70,3.79,1.73,0.32
225,0.71,3.05,0.64,0.05
225,0.83,5.47,1.36,0.22
230,0.93,7.13,1.23,0.18
230,0.96,8.4,1.2,0.2
230,0.04,1.6,0.25,0.02
230,0.38,2.49,0.85,0.12
230,0.14,1.28,0.42,0.07
230,0.32,3.03,1.39,0.2
230,0.47,2.47,0.6,0.1
230,0.50,5.84,1.84,0.2
230,0.97,6.27,0.99,0.16
230,0.97,9.09,1.67,0.28
230,0.91,7.3,1.7,0.31
230,0.87,8.41,2.05,0.35
230,1.00,7.88,1.97,0.34
226,1.67,1.14,0.57,0.06
226,1.17,2.12,1.59,0.19
226,1.14,1.01,0.57,0.1
226,1.67,0.69,0.63,0.14
226,1.00,0.99,0.62,0.09
226,1.00,1.46,1.92,0.31
226,1.00,1.46,1.16,0.14
226,1.00,2.17,1.06,0.19
226,1.67,4.27,1.91,0.23
226,1.00,0.95,0.55,0.08
226,1.67,1.09,0.69,0.05
225,0.24,1.64,0.42,0.06
225,0.49,3.35,1.05,0.15
225,0.57,3.17,0.95,0.17
225,0.97,4.73,1.61,0.29
225,0.98,3.97,1.71,0.28
225,0.97,4.44,1.39,0.25
225,1.00,9.41,3.18,0.67
225,1.03,9.96,3.15,0.42
225,1.00,6.2,1.94,0.35
225,0.68,4.3,1.18,0.18
224,1.00,10.41,2.46,0.39
224,0.30,2.77,0.59,0.06
224,0.65,3.87,1.07,0.16
224,0.95,5.84,1.22,0.18
224,1.04,5.55,1.49,0.18
48,0.00,0,0,0
217,0.99,3.03,1.63,0.52
226,0.65,8.91,0.39,0.08
226,0.84,32.41,0.97,0.14
226,0.32,3.78,0.41,0.06
226,0.10,2.78,0.17,0.02
192,0.18,4.55,0.35,0.03
226,0.13,3.86,0.21,0.02
226,0.12,1.9,0.09,0.02
226,0.21,3.41,0.23,0.04
226,0.15,3.61,0.17,0.02
226,0.17,0.2,0.27,0.03
226,0.16,0.44,0.45,0.06
226,0.20,0.22,0.2,0.04
226,0.05,0.09,0.14,0
226,0.06,0.07,0.17,0.03
226,1.00,0.5,1.02,0.22
226,0.05,0.14,0.23,0.01
226,0.22,0.45,0.46,0.06
226,0.18,0.22,0.23,0.03
226,0.80,0.1,0.15,0.02
226,0.05,0.21,0.19,0.02
193,1.00,3.98,0.13,0.06
193,1.00,7.23,0.2,0.1
193,1.00,10.43,0.43,0.07
193,1.00,6.38,0.24,0.04
193,1.00,24.53,0.84,0.12
193,1.00,2.4,0.32,0.06
193,1.00,1.52,0.15,0.06
193,1.00,2.96,0.21,0.07
193,1.00,4.86,0.3,0.05
193,1.00,4.7,0.42,0.12
193,1.00,2.56,0.35,0.11
193,1.00,5.07,0.26,0.09
193,1.00,3.31,0.55,0.15
193,1.00,2.18,0.29,0.1
193,1.00,4.37,0.53,0.19
193,1.00,2.63,0.29,0.1
193,1.00,2.27,0.39,0.06
193,1.00,1.91,0.3,0.09
193,1.00,1.78,0.19,0.01
193,1.00,7.53,0.69,0.22
193,0.25,1.05,0.14,0.04
193,0.58,0.96,0.27,0.06
193,0.25,0.63,0.13,0.03
193,0.13,0.87,0.12,0.03
193,0.47,1.03,0.28,0.05
193,0.13,0.55,0.07,0.02
193,0.32,1.21,0.22,0.04
193,0.50,1.78,0.38,0.07
133,0.45,0.92,0.17,0.04
193,0.29,2.42,0.2,0.03
182,1.00,7.16,1.28,0.26
182,0.95,5.35,1.53,0.35
182,1.04,11.29,2.09,0.39
182,0.93,4.84,1.37,0.2
182,1.00,8.22,1.83,0.38
217,0.74,5.2,1.69,0.36
217,0.88,6.27,1.48,0.29
217,1.00,21.51,6.35,1.53
217,0.88,7.24,2.44,0.53
217,1.02,11.98,2.04,0.47
217,0.72,5.83,1.36,0.34
217,1.00,11.96,2.28,0.41
214,0.84,53.94,9.31,1.37
192,0.81,7.29,0.83,0.11
192,0.57,4.42,0.45,0.06
190,0.83,19.19,1.68,0.28
192,0.33,7.33,0.55,0.07
192,0.00,3.29,0.26,0
192,0.25,2.62,0.18,0.04
207,0.98,9.9,2.74,0.43
207,0.00,0,0,0
207,1.10,6.45,1.48,0.26
207,0.00,0,0,0
207,1.00,3.16,0.57,0.07
207,1.00,7.23,1.55,0.27
207,1.00,8.09,1.4,0.06
207,1.00,7.71,1.48,0.15
207,1.00,11.05,1.95,0.15
207,0.50,3.55,0.87,0.16
207,0.25,2.42,0.5,0.09
207,0.48,3.51,0.66,0.11
207,0.43,2.56,0.35,0.08
207,0.58,3.04,0.6,0.11
207,0.95,3.38,0.69,0.1
192,0.45,9.7,0.94,0.14
192,0.91,17.05,1.81,0.31
192,0.27,11.85,1.09,0.09
192,0.36,6.92,0.69,0.07
192,0.29,7.37,0.68,0.1
192,0.34,8.16,0.9,0.11
192,0.39,13.21,0.99,0.12
175,1.08,13.62,1.36,0.23
175,1.00,43.09,6.49,1.09
175,0.69,2.73,0.59,0.1
175,0.86,12.57,2.11,0.34
175,1.00,29.23,3.8,0.58
175,0.96,16.43,3.17,0.46
175,0.92,10.89,2.42,0.39
175,0.91,8.45,2.35,0.35
175,0.91,16.67,3.19,0.39
206,0.50,5.7,1.22,0.18
206,0.90,7.18,1.94,0.29
198,0.57,1.72,0.06,0.02
149,0.25,1.36,0.08,0.01
198,0.57,2.16,0.08,0.02
149,0.00,0.8,0.03,0
206,0.71,4.8,1.17,0.24
206,0.46,4.27,1.09,0.15
206,0.60,2.75,0.59,0.1
206,0.43,2.96,0.39,0.05
132,0.08,6.89,1.13,0.13
132,0.61,20.26,3.05,0.61
132,0.49,9.15,1.67,0.29
132,0.06,5.42,0.67,0.05
207,0.09,1.62,0.34,0.06
207,0.10,1.49,0.23,0.06
207,0.19,2.6,0.74,0.14
207,0.06,2.22,0.38,0.04
207,0.18,3.4,0.8,0.13
207,0.22,5.66,1.03,0.17
207,0.56,6.53,1.65,0.26
207,0.67,8.44,2.31,0.32
207,0.94,7.16,2.19,0.51
207,0.94,6.17,1.37,0.43
207,1.00,7.54,2.61,0.64
207,0.94,6.99,1.71,0.48
207,0.97,9.71,2.47,0.52
207,1.01,7.13,2.14,0.51
207,0.90,8.8,2.01,0.42
200,0.68,2.8,0.78,0.1
200,0.33,2.12,0.5,0.06
200,0.95,5.3,0.93,0.1
200,0.43,2.36,0.63,0.08
200,0.32,1.86,0.42,0.03
198,0.16,3.83,0.97,0.12
198,0.68,2.31,0.48,0.11
198,0.08,2.98,0.51,0.07
198,0.03,1.72,0.33,0.05
198,0.39,1.72,0.44,0.04
198,0.79,8.02,1.34,0.23
198,1.00,10.01,1.61,0.35
198,1.00,4.78,1.16,0.25
198,0.32,7.35,0.69,0.1
198,0.86,4.67,0.98,0.25
198,0.99,7.72,1.75,0.38
198,0.89,11.22,3.22,0.7
198,0.45,10.18,3.95,0.74
198,0.39,13.44,3.44,0.7
132,0.08,4.98,1.29,0.23
132,0.03,3.11,0.66,0.07
132,0.05,5.28,1.03,0.11
166,0.07,4.66,1.05,0.17
166,0.10,9.1,1.4,0.26
166,0.12,6.51,1.28,0.22
166,0.04,4.35,0.7,0.09
206,0.59,1.62,0.25,0.06
206,0.82,1.8,0.21,0.04
206,0.68,3.06,0.58,0.07
206,0.10,1.38,0.3,0.03
206,0.59,4.34,1.29,0.17
206,0.62,4.96,0.92,0.14
200,0.25,1.31,0.11,0.02
200,0.21,1.06,0.09,0.02
200,0.54,1.42,0.16,0.04
200,1.00,2.2,0.29,0.09
193,0.24,1.4,0.07,0.03
132,0.77,7.23,1.28,0.15
132,0.44,7.5,1.84,0.35
132,0.49,5.78,1.55,0.25
132,1.00,21.86,3,0.35
203,0.48,4.31,1.07,0.17
203,0.95,9.17,2.36,0.35
203,0.91,10.49,1.76,0.3
198,0.46,2.65,0.39,0.09
198,0.56,3.14,0.51,0.1
198,0.49,3.9,0.48,0.09
198,0.07,0.51,0.03,0.01
198,0.20,0.97,0.08,0.02
198,0.00,0.35,0.02,0
44,0.07,1.61,0.11,0.02
191,0.19,0.84,0.07,0.02
198,0.32,1.06,0.69,0.1
198,0.38,2.55,0.85,0.15
198,0.48,1.61,0.72,0.16
198,0.59,2.15,1.06,0.19
198,0.14,0.96,0.24,0.07
198,0.52,12.69,2.35,0.41
198,0.64,17.32,3.4,0.63
171,0.20,5.05,0.99,0.12
171,0.30,5.42,1.09,0.15
171,0.35,3.41,0.67,0.11
171,0.20,3.02,0.46,0.06
171,0.22,5.34,0.81,0.12
193,0.22,1.27,0.02,0.01
193,0.20,1.32,0.05,0.01
193,0.20,1.84,0.08,0.01
193,0.44,2.46,0.1,0.04
192,0.39,3.27,0.7,0.09
161,0.03,3.68,0.58,0.07
161,0.21,7.74,1.95,0.36
154,0.30,6.25,0.09,0.02
144,0.00,15.02,0.19,0
192,1.00,2.75,0.17,0.02
192,0.75,1.88,0.13,0.02
192,0.67,1.65,0.07,0.01
192,0.33,1.91,0.09,0.01
192,0.20,1.51,0.07,0.01
144,0.33,1.53,0.13,0.02
192,0.43,2.18,0.06,0.02
192,0.00,2.47,0.07,0
192,0.14,5.1,0.11,0.01
192,0.98,28.9,2.83,0.64
192,1.00,11.33,1.12,0.32
192,1.00,9.82,1.26,0.29
192,1.00,8.22,0.83,0.22
192,1.00,5.31,0.55,0.12
192,1.00,10.36,0.74,0.21
192,0.81,22.19,2.39,0.59
183,0.51,22.63,1.83,0.28
192,1.00,36.46,2.82,0.55
192,1.00,9.5,0.78,0.12
192,0.15,1.83,0.15,0.02
192,0.71,4.5,0.46,0.12
192,0.86,2.9,0.26,0.03
116,0.86,5.97,0.75,0.16
161,0.95,12.58,1.68,0.26
116,0.85,4.16,0.64,0.09
116,0.58,4.08,0.46,0.06
161,0.81,11.73,1.46,0.16
184,0.16,0.11,0.21,0.03
184,0.50,0.11,0.15,0.03
184,0.09,0.09,0.12,0.02
184,0.24,0.1,0.2,0.03
184,0.94,0.29,0.48,0.09
184,0.82,0.14,0.16,0.05
184,0.05,0.24,0.26,0.02
184,0.62,0.48,0.51,0.07
161,0.22,0.21,0.25,0.04
184,0.17,0.21,0.21,0.02
184,0.19,0.24,0.19,0.02
184,0.82,0.59,0.64,0.08
161,0.75,0.27,0.37,0.06
184,0.67,0.3,0.28,0.04
184,0.00,0.2,0.16,0
184,0.91,8.67,2.08,0.39
128,0.84,8.08,1.57,0.24
128,1.00,6.02,0.88,0.15
128,0.96,7.34,1.45,0.34
128,0.75,10.54,2.28,0.38
128,0.51,7.98,1.44,0.26
128,0.94,7.37,1.51,0.23
183,0.00,1.32,0.02,0
183,0.00,1.55,0.04,0
183,0.00,2.79,0.01,0
141,1.00,6.05,1.45,0.24
141,0.98,7.21,1.95,0.35
141,1.00,7.26,2.15,0.48
123,0.72,20.92,4.01,0.47
127,0.68,20.21,2.01,0.22
127,0.14,16.5,1.18,0.08
127,0.36,10.7,0.98,0.19
137,0.66,5.12,0.62,0.14
137,0.03,0.5,0.04,0.01
137,0.09,0.26,0.05,0.01
137,0.23,0.34,0.06,0.02
137,0.53,13.32,0.54,0.14
137,0.00,0.13,0.09,0
137,0.23,0.58,0.16,0.04
137,0.15,0.74,0.15,0.02
137,0.21,3.67,0.3,0.04
137,0.04,0.13,0.06,0.01
137,0.04,0.26,0.07,0.01
137,0.12,0.49,0.07,0.02
137,0.76,8.53,0.75,0.23
137,0.00,0.18,0.06,0
137,0.29,0.7,0.2,0.03
137,0.23,0.57,0.09,0.02
137,0.97,12.53,0.82,0.2
137,0.33,0.36,0.15,0.03
137,0.90,1.32,0.31,0.07
137,0.89,1.05,0.22,0.06
137,0.50,7.36,0.62,0.21
137,0.30,0.62,0.17,0.05
137,0.30,0.91,0.24,0.05
137,0.27,0.96,0.29,0.04
137,1.00,12.03,0.72,0.21
137,0.41,3.15,0.18,0.05
137,1.00,0.62,0.22,0.07
137,1.00,0.75,0.21,0.1
164,0.19,18.25,2.4,0.5
108,0.37,1.14,0.36,0.09
116,0.05,2.03,0.49,0.05
116,0.30,1.92,0.51,0.14
116,0.13,1.84,0.58,0.07
116,0.09,1.21,0.39,0.07
141,0.13,1.74,0.26,0.03
141,0.26,1.42,0.25,0.08
141,0.28,2.78,0.42,0.08
141,0.46,3.48,0.26,0.09
132,0.32,7.65,0.9,0.18
158,0.89,9.11,1.68,0.16
158,1.00,54.68,8.93,1.38
149,0.62,2.98,0.72,0.12
149,0.46,2.12,0.49,0.08
149,0.27,1.3,0.32,0.07
149,1.00,2.91,0.76,0.12
160,0.32,12.52,1.97,0.18
160,1.00,21.2,4.05,0.33
149,1.00,4.27,0.33,0.1
160,1.03,28.62,4.3,0.69
160,1.02,56.67,7.5,1.33
123,0.41,9.93,4.02,0.72
123,0.45,10.88,4.24,0.8
123,0.70,10.44,4.56,0.95
123,0.88,18.36,6.63,1.35
149,0.75,1.26,0.05,0.02
149,0.80,3.15,0.14,0.03
123,0.32,3.75,1.33,0.2
123,0.55,7.07,2.2,0.33
123,0.32,5.02,1.5,0.21
123,1.00,8.5,1.88,0.5
123,0.00,0,0,0
149,0.50,1.21,0.03,0.01
149,0.00,2.58,0.1,0
149,0.50,3.42,0.13,0.02
141,0.38,0.37,0.14,0.04
141,0.34,0.46,0.31,0.08
132,0.70,6.68,2.52,0.54
132,1.00,10.01,1.98,0.37
132,0.54,5.18,1.67,0.35
132,0.39,3.73,1.03,0.2
132,1.00,15.18,4.05,0.73
132,0.81,14.9,5.03,0.85
132,0.96,12.72,2.32,0.4
66,0.10,2.59,1.85,0.35
66,0.13,2.47,2.45,0.45
66,0.12,1.89,1.76,0.39
66,0.10,2.44,1.7,0.27
66,0.20,3.3,2.62,0.58
66,0.22,4.71,3.82,0.62
66,0.10,2.76,1.59,0.32
66,0.11,5.59,2.26,0.36
66,0.14,5.06,2.95,0.47
66,0.07,3.03,1.64,0.23
66,0.06,3,1.42,0.26
66,0.08,2.73,1.41,0.36
66,0.27,3.79,1.41,0.21
66,0.42,5.74,2.32,0.35
66,0.09,3.91,2.52,0.38
66,0.11,6.36,3.27,0.45
66,0.24,6.83,2.52,0.53
66,0.28,8.86,3.24,0.62
66,0.27,4.88,1.64,0.23
66,0.65,6.35,2.68,0.55
66,0.54,9.85,4.64,1
66,0.42,7.67,3.21,0.77
66,0.44,8.85,2.97,0.61
66,0.81,14.17,5.62,1.12
66,0.36,22.41,12.29,2.15
137,0.28,1.91,0.33,0.08
137,0.35,3.39,0.87,0.12
137,0.47,4.38,0.75,0.12
141,0.06,0.33,0.1,0.03
121,0.61,3.38,0.76,0.14
121,0.44,3.06,0.34,0.06
121,1.00,10.09,1.89,0.33
121,0.43,2.86,0.53,0.11
121,0.25,5.97,1.25,0.3
114,0.34,1,0.39,0.09
121,0.44,0.84,0.32,0.09
121,0.59,1.82,0.55,0.11
121,0.24,1.63,0.69,0.14
121,0.81,2.38,0.95,0.21
121,1.00,1.97,0.66,0.06
119,1.00,1.12,0.5,0.08
121,1.00,1.51,0.61,0.1
121,0.40,1.13,0.5,0.08
121,0.63,1.33,0.29,0.04
108,1.00,1.95,0.52,0.07
121,0.22,14.41,2.19,0.31
69,0.11,5.45,0.54,0.06
127,0.08,2.76,0.42,0.04
127,0.05,2.5,0.24,0.02
128,1.00,15.17,1.56,0.25
106,0.35,8.59,0.51,0.15
108,0.29,8.27,0.44,0.16
106,0.00,0.36,0.09,0
108,0.00,0.26,0.02,0
106,0.38,1.24,0.23,0.06
108,0.26,1.18,0.22,0.05
106,0.23,1.75,0.12,0.03
108,0.13,1.03,0.06,0.02
128,0.00,1.66,0.09,0
128,0.14,2.93,0.2,0.02
116,0.95,20.43,4.11,0.62
116,0.79,16.34,3,0.48
116,0.63,14.34,2.78,0.46
116,0.88,13.03,2.06,0.33
